Gene_ID_PB,DOZI_regulated?
PBANKA_1319900,NO
PBANKA_1404000,NO
PBANKA_0926200,NO
PBANKA_1455700,NO
PBANKA_1122400,NO
PBANKA_1014000,NO
PBANKA_0613500,NO
PBANKA_0505500,NO
PBANKA_0920700,NO
PBANKA_0611400,NO
PBANKA_0715700,NO
PBANKA_0707200,NO
PBANKA_1133800,NO
PBANKA_1025800,NO
PBANKA_0405700,NO
PBANKA_0828800,YES
PBANKA_1453900,YES
PBANKA_0904400,NO
PBANKA_0702700,NO
PBANKA_0110900,NO
PBANKA_0210900,NO
PBANKA_1244500,NO
PBANKA_0916900,NO
PBANKA_0619500,NO
PBANKA_1342800,NO
PBANKA_1039800,NO
PBANKA_1413500,NO
PBANKA_1209700,NO
PBANKA_1345200,NO
PBANKA_1418700,NO
PBANKA_1336500,NO
PBANKA_1014100,NO
PBANKA_0817100,NO
PBANKA_0313200,NO
PBANKA_1447000,NO
PBANKA_1461900,NO
PBANKA_1334500,NO
PBANKA_0620600,NO
PBANKA_0926100,NO
PBANKA_1210600,NO
PBANKA_1205600,NO
PBANKA_1327100,NO
PBANKA_0931800,NO
PBANKA_1333400,NO
PBANKA_0109000,NO
PBANKA_0705200,NO
PBANKA_0406700,NO
PBANKA_0713000,NO
PBANKA_0518400,NO
PBANKA_0811500,NO
PBANKA_1318900,NO
PBANKA_1445200,NO
PBANKA_1307100,NO
PBANKA_1128900,NO
PBANKA_0509600,NO
PBANKA_0942100,NO
PBANKA_0523400,NO
PBANKA_1440300,NO
PBANKA_0929500,NO
PBANKA_1039200,NO
PBANKA_0901500,NO
PBANKA_0611000,NO
PBANKA_1141200,NO
PBANKA_1103900,NO
PBANKA_1242100,YES
PBANKA_0608100,NO
PBANKA_1114500,NO
PBANKA_1130300,NO
PBANKA_0609000,NO
PBANKA_1118300,NO
PBANKA_1410600,NO
PBANKA_1307200,NO
PBANKA_1018300,NO
PBANKA_0922400,NO
PBANKA_0835400,NO
PBANKA_0304300,NO
PBANKA_1132200,NO
PBANKA_0615600,NO
PBANKA_0410100,NO
PBANKA_0604400,NO
PBANKA_1457550,NO
PBANKA_1327061,NO
PBANKA_0835600,NO
PBANKA_1035500,NO
PBANKA_1133200,YES
PBANKA_1333100,NO
PBANKA_1115100,NO
PBANKA_1021400,NO
PBANKA_1438800,NO
PBANKA_0811800,NO
PBANKA_0814000,NO
PBANKA_0935100,NO
PBANKA_0213700,NO
PBANKA_0518000,NO
PBANKA_0937000,NO
PBANKA_1038700,NO
PBANKA_0203300,NO
PBANKA_0511100,NO
PBANKA_1431800,NO
PBANKA_1359900,NO
PBANKA_1303100,NO
PBANKA_0209700,NO
PBANKA_1016800,NO
PBANKA_1306100,NO
PBANKA_0412500,NO
PBANKA_0836700,NO
PBANKA_0942800,NO
PBANKA_0605500,NO
PBANKA_1108200,NO
PBANKA_1102800,NO
PBANKA_0911300,NO
PBANKA_1351500,NO
PBANKA_0514800,NO
PBANKA_0622700,NO
PBANKA_0802600,NO
PBANKA_0936600,NO
PBANKA_1419700,NO
PBANKA_0909800,NO
PBANKA_0514700,YES
PBANKA_1348400,NO
PBANKA_0303900,NO
PBANKA_1139200,NO
PBANKA_1400900,YES
PBANKA_0928400,NO
PBANKA_1125200,NO
PBANKA_0943300,NO
PBANKA_0923900,NO
PBANKA_1428200,NO
PBANKA_1342700,NO
PBANKA_0604900,NO
PBANKA_1021200,NO
PBANKA_1243800,NO
PBANKA_1139800,NO
PBANKA_0621800,NO
PBANKA_1411400,NO
PBANKA_0300300,NO
PBANKA_0201000,NO
PBANKA_1223600,NO
PBANKA_1102500,NO
PBANKA_0521241,NO
PBANKA_0101300,NO
PBANKA_1028600,NO
PBANKA_1408500,NO
PBANKA_0710900,NO
PBANKA_0302700,NO
PBANKA_0822000,NO
PBANKA_1112800,NO
PBANKA_1229400,NO
PBANKA_0704200,NO
PBANKA_0800600,NO
PBANKA_1243000,NO
PBANKA_1128400,NO
PBANKA_1026000,NO
PBANKA_1335800,NO
PBANKA_1209500,NO
PBANKA_0407900,NO
PBANKA_0827700,NO
PBANKA_1358400,NO
PBANKA_0833900,NO
PBANKA_1034000,NO
PBANKA_0809800,NO
PBANKA_0519600,NO
PBANKA_0806000,NO
PBANKA_0616600,NO
PBANKA_0831600,NO
PBANKA_1102400,NO
PBANKA_1233000,NO
PBANKA_1113700,NO
PBANKA_1363000,NO
PBANKA_0826300,NO
PBANKA_0812400,NO
PBANKA_0511800,NO
PBANKA_1123100,NO
PBANKA_0206100,NO
PBANKA_0827900,NO
PBANKA_0902100,NO
PBANKA_1037900,NO
PBANKA_1363900,NO
PBANKA_1038600,NO
PBANKA_0405000,NO
PBANKA_1454400,NO
PBANKA_1213800,NO
PBANKA_1007800,NO
PBANKA_1212800,NO
PBANKA_1143100,NO
PBANKA_0504500,NO
PBANKA_0811900,NO
PBANKA_0707500,YES
PBANKA_0821900,NO
PBANKA_1454700,NO
PBANKA_0106950,NO
PBANKA_1418500,NO
PBANKA_1341300,NO
PBANKA_1401700,NO
PBANKA_0606400,NO
PBANKA_1305600,NO
PBANKA_0619400,NO
PBANKA_0614100,NO
PBANKA_0905500,NO
PBANKA_0819500,NO
PBANKA_1014600,NO
PBANKA_1452700,NO
PBANKA_0834200,NO
PBANKA_0414900,NO
PBANKA_1327600,NO
PBANKA_0713900,NO
PBANKA_0308100,NO
PBANKA_1433900,NO
PBANKA_0314800,YES
PBANKA_1412500,NO
PBANKA_1362200,NO
PBANKA_0715100,NO
PBANKA_0812100,NO
PBANKA_0814500,NO
PBANKA_1409800,NO
PBANKA_1463600,NO
PBANKA_0928600,NO
PBANKA_1349400,NO
PBANKA_1412100,NO
PBANKA_0310100,NO
PBANKA_0614200,NO
PBANKA_0600061,NO
PBANKA_0520400,NO
PBANKA_1408600,NO
PBANKA_1032400,NO
PBANKA_1338000,NO
PBANKA_0108100,NO
PBANKA_1439800,NO
PBANKA_0411800,NO
PBANKA_0936300,NO
PBANKA_1343900,NO
PBANKA_1013600,NO
PBANKA_0307200,NO
PBANKA_0303500,NO
PBANKA_0905300,NO
PBANKA_0836600,NO
PBANKA_1336100,NO
PBANKA_1016600,NO
PBANKA_1108800,NO
PBANKA_0414300,NO
PBANKA_0517700,NO
PBANKA_1230800,NO
PBANKA_1347300,NO
PBANKA_0904300,NO
PBANKA_1138800,NO
PBANKA_0816600,NO
PBANKA_0623400,NO
PBANKA_1115600,NO
PBANKA_0832700,NO
PBANKA_1336000,NO
PBANKA_0607900,NO
PBANKA_1459000,NO
PBANKA_1037400,NO
PBANKA_0818100,NO
PBANKA_0109400,NO
PBANKA_0405100,NO
PBANKA_1403700,NO
PBANKA_1345000,NO
PBANKA_1416600,NO
PBANKA_0901200,NO
PBANKA_0401300,NO
PBANKA_1038400,YES
PBANKA_1225600,YES
PBANKA_1243200,NO
PBANKA_1221500,NO
PBANKA_1330400,NO
PBANKA_0501700,NO
PBANKA_0504300,NO
PBANKA_1361800,NO
PBANKA_1324600,NO
PBANKA_1336200,YES
PBANKA_1305400,NO
PBANKA_1103300,NO
PBANKA_1453600,NO
PBANKA_0616500,NO
PBANKA_0416900,NO
PBANKA_0835100,NO
PBANKA_0815600,NO
PBANKA_0309600,NO
PBANKA_1344200,NO
PBANKA_1309300,NO
PBANKA_0934600,NO
PBANKA_1105800,NO
PBANKA_0617500,NO
PBANKA_0109300,NO
PBANKA_1311200,NO
PBANKA_1215300,NO
PBANKA_0931700,NO
PBANKA_1324800,NO
PBANKA_1407000,NO
PBANKA_1033700,NO
PBANKA_1105900,NO
PBANKA_1130700,NO
PBANKA_1112100,NO
PBANKA_0722921,NO
PBANKA_1032000,NO
PBANKA_0309700,NO
PBANKA_1342200,NO
PBANKA_1345900,NO
PBANKA_0611200,NO
PBANKA_0913100,NO
PBANKA_1402700,NO
PBANKA_0306300,NO
PBANKA_0808800,NO
PBANKA_1316800,NO
PBANKA_1424100,NO
PBANKA_0820100,NO
PBANKA_1136600,NO
PBANKA_0929100,NO
PBANKA_1310900,NO
PBANKA_1323300,NO
PBANKA_0603500,NO
PBANKA_1012600,NO
PBANKA_1316600,NO
PBANKA_1013700,NO
PBANKA_0415200,NO
PBANKA_1361000,NO
PBANKA_0901600,NO
PBANKA_1335600,NO
PBANKA_1316200,NO
PBANKA_1235700,NO
PBANKA_1333600,NO
PBANKA_1119300,NO
PBANKA_1233800,NO
PBANKA_0915700,NO
PBANKA_1005800,NO
PBANKA_0807400,NO
PBANKA_1020600,NO
PBANKA_1001500,NO
PBANKA_0714600,NO
PBANKA_0202200,NO
PBANKA_0607200,NO
PBANKA_1036700,NO
PBANKA_1354800,NO
PBANKA_1332200,NO
PBANKA_1224800,NO
PBANKA_1464200,NO
PBANKA_1308300,NO
PBANKA_1023700,NO
PBANKA_1414800,YES
PBANKA_1022600,NO
PBANKA_1120200,NO
PBANKA_1132500,NO
PBANKA_0805400,NO
PBANKA_1355800,NO
PBANKA_0608700,NO
PBANKA_0609200,NO
PBANKA_0520100,NO
PBANKA_1216300,NO
PBANKA_0313600,NO
PBANKA_1323900,YES
PBANKA_1237200,NO
PBANKA_1405900,NO
PBANKA_1357100,NO
PBANKA_0827800,NO
PBANKA_1442900,NO
PBANKA_1039000,NO
PBANKA_1408800,NO
PBANKA_0907800,YES
PBANKA_0934400,NO
PBANKA_1441800,NO
PBANKA_0910800,NO
PBANKA_1105500,NO
PBANKA_1101900,YES
PBANKA_0934100,NO
PBANKA_0834000,NO
PBANKA_0925600,NO
PBANKA_1105300,NO
PBANKA_0911500,NO
PBANKA_1105600,NO
PBANKA_1319800,NO
PBANKA_1109500,NO
PBANKA_1348000,NO
PBANKA_0103400,NO
PBANKA_1104500,NO
PBANKA_1458200,NO
PBANKA_1120500,NO
PBANKA_1127600,NO
PBANKA_0203400,NO
PBANKA_1452900,NO
PBANKA_0902200,NO
PBANKA_1420100,NO
PBANKA_0111400,NO
PBANKA_0506300,NO
PBANKA_0314400,NO
PBANKA_0807800,NO
PBANKA_1108900,NO
PBANKA_0516000,NO
PBANKA_1352900,NO
PBANKA_1309100,NO
PBANKA_0936800,NO
PBANKA_0600900,NO
PBANKA_1208800,NO
PBANKA_1124400,NO
PBANKA_0832400,NO
PBANKA_0828500,YES
PBANKA_1351400,NO
PBANKA_0315700,NO
PBANKA_1407500,NO
PBANKA_0938100,NO
PBANKA_0717100,NO
PBANKA_0100021,NO
PBANKA_1319600,NO
PBANKA_1219400,NO
PBANKA_0103500,NO
PBANKA_0909700,NO
PBANKA_1403000,NO
PBANKA_1113200,NO
PBANKA_0508800,NO
PBANKA_1324200,NO
PBANKA_1101000,NO
PBANKA_1022400,NO
PBANKA_0619600,NO
PBANKA_0102300,NO
PBANKA_1444400,NO
PBANKA_1021900,NO
PBANKA_1414700,NO
PBANKA_1232800,NO
PBANKA_1456300,NO
PBANKA_1327080,NO
PBANKA_1451400,NO
PBANKA_1463900,NO
PBANKA_0827000,NO
PBANKA_1223700,NO
PBANKA_1433400,YES
PBANKA_0405600,NO
PBANKA_1004200,NO
PBANKA_0806200,YES
PBANKA_0712400,NO
PBANKA_0936100,NO
PBANKA_0722801,NO
PBANKA_1009800,NO
PBANKA_1004700,NO
PBANKA_0403100,NO
PBANKA_1033300,NO
PBANKA_1033600,YES
PBANKA_0408100,NO
PBANKA_0718300,NO
PBANKA_1421800,NO
PBANKA_1456500,NO
PBANKA_1243100,NO
PBANKA_0913600,NO
PBANKA_0940800,NO
PBANKA_0909300,NO
PBANKA_0704000,NO
PBANKA_1320600,NO
PBANKA_1201500,NO
PBANKA_1454900,NO
PBANKA_1407200,NO
PBANKA_1132900,NO
PBANKA_1243700,NO
PBANKA_1346500,NO
PBANKA_0814800,NO
PBANKA_0718700,NO
PBANKA_0104300,NO
PBANKA_0522400,NO
PBANKA_0611300,NO
PBANKA_1218600,NO
PBANKA_1117900,NO
PBANKA_1411900,NO
PBANKA_1220000,NO
PBANKA_1036200,NO
PBANKA_0903100,NO
PBANKA_0929000,NO
PBANKA_1227300,NO
PBANKA_0111100,NO
PBANKA_1455000,NO
PBANKA_1236700,NO
PBANKA_1403900,NO
PBANKA_0107200,NO
PBANKA_0208200,NO
PBANKA_1135800,YES
PBANKA_1031500,NO
PBANKA_1410700,NO
PBANKA_0201900,NO
PBANKA_1453800,NO
PBANKA_0510600,NO
PBANKA_0621900,NO
PBANKA_0100061,NO
PBANKA_1230000,NO
PBANKA_1429500,YES
PBANKA_1016100,NO
PBANKA_1011900,NO
PBANKA_1206500,NO
PBANKA_1344400,NO
PBANKA_1436400,YES
PBANKA_1402800,NO
PBANKA_0601300,NO
PBANKA_0813600,NO
PBANKA_0830300,NO
PBANKA_1004600,NO
PBANKA_1014700,NO
PBANKA_1332900,NO
PBANKA_1413700,NO
PBANKA_0509400,NO
PBANKA_0815800,NO
PBANKA_0602200,NO
PBANKA_1006500,NO
PBANKA_0521800,NO
PBANKA_1120900,NO
PBANKA_1113600,NO
PBANKA_0714300,NO
PBANKA_1300200,NO
PBANKA_0614700,NO
PBANKA_1446000,NO
PBANKA_0106600,NO
PBANKA_1208300,NO
PBANKA_1106300,NO
PBANKA_0523600,NO
PBANKA_1303600,NO
PBANKA_1421400,NO
PBANKA_0821000,NO
PBANKA_0701900,NO
PBANKA_0508400,NO
PBANKA_1019300,NO
PBANKA_1002500,NO
PBANKA_1227500,YES
PBANKA_0702600,NO
PBANKA_0520800,NO
PBANKA_1322600,NO
PBANKA_1347100,NO
PBANKA_0901300,NO
PBANKA_0210100,NO
PBANKA_1001900,YES
PBANKA_0302200,NO
PBANKA_1343750,NO
PBANKA_1345100,NO
PBANKA_1314600,NO
PBANKA_1217900,NO
PBANKA_1144900,NO
PBANKA_1327800,NO
PBANKA_1003000,NO
PBANKA_1428400,NO
PBANKA_1325200,NO
PBANKA_1455500,NO
PBANKA_0316700,NO
PBANKA_0832800,YES
PBANKA_0928000,NO
PBANKA_1403400,NO
PBANKA_1130100,NO
PBANKA_1241200,NO
PBANKA_1329000,NO
PBANKA_0824100,NO
PBANKA_0521900,YES
PBANKA_1318300,NO
PBANKA_0820500,NO
PBANKA_0507900,NO
PBANKA_0606700,NO
PBANKA_1316500,NO
PBANKA_1034800,NO
PBANKA_1308800,NO
PBANKA_0713400,NO
PBANKA_1309800,YES
PBANKA_1122300,NO
PBANKA_1214100,NO
PBANKA_1424700,NO
PBANKA_0207800,NO
PBANKA_1430200,NO
PBANKA_1117200,NO
PBANKA_0941700,NO
PBANKA_0105000,NO
PBANKA_1327700,NO
PBANKA_1418600,NO
PBANKA_1435100,NO
PBANKA_0820600,NO
PBANKA_0908400,NO
PBANKA_1365550,NO
PBANKA_1119800,NO
PBANKA_0721200,NO
PBANKA_0829900,NO
PBANKA_0915500,NO
PBANKA_1342900,NO
PBANKA_1412900,NO
PBANKA_0108900,NO
PBANKA_0701400,NO
PBANKA_0308700,NO
PBANKA_1413300,NO
PBANKA_1019900,NO
PBANKA_1216000,NO
PBANKA_0521500,NO
PBANKA_1215200,NO
PBANKA_0205500,NO
PBANKA_0706900,NO
PBANKA_1416800,NO
PBANKA_0817500,NO
PBANKA_1021300,NO
PBANKA_1427400,NO
PBANKA_0801000,NO
PBANKA_1209300,YES
PBANKA_0203650,NO
PBANKA_1201300,NO
PBANKA_0303800,NO
PBANKA_0412900,YES
PBANKA_1429000,NO
PBANKA_1333000,NO
PBANKA_1343800,NO
PBANKA_1009000,NO
PBANKA_0514000,NO
PBANKA_0914000,NO
PBANKA_1232700,NO
PBANKA_0613600,NO
PBANKA_1328600,NO
PBANKA_1451900,NO
PBANKA_0315500,NO
PBANKA_0301200,NO
PBANKA_0832300,NO
PBANKA_0903300,NO
PBANKA_1201700,NO
PBANKA_0521221,NO
PBANKA_1330100,NO
PBANKA_1208000,NO
PBANKA_0708700,NO
PBANKA_1353400,NO
PBANKA_0941400,NO
PBANKA_1003200,NO
PBANKA_0515500,NO
PBANKA_1212600,NO
PBANKA_1229700,NO
PBANKA_1208400,NO
PBANKA_0830600,NO
PBANKA_1361900,NO
PBANKA_0911200,NO
PBANKA_1233900,NO
PBANKA_0307700,NO
PBANKA_1211400,NO
PBANKA_1459600,NO
PBANKA_0608200,NO
PBANKA_0907500,NO
PBANKA_0710400,NO
PBANKA_1433700,NO
PBANKA_1330000,NO
PBANKA_0809200,NO
PBANKA_0904000,NO
PBANKA_0617700,NO
PBANKA_1234700,NO
PBANKA_1431000,NO
PBANKA_1145000,NO
PBANKA_1236100,NO
PBANKA_1319700,NO
PBANKA_0609300,YES
PBANKA_1312300,NO
PBANKA_1123600,NO
PBANKA_0210300,NO
PBANKA_0835900,NO
PBANKA_1232400,NO
PBANKA_1349300,NO
PBANKA_0503000,NO
PBANKA_1430500,NO
PBANKA_0303000,NO
PBANKA_1409100,NO
PBANKA_0600051,NO
PBANKA_0711300,NO
PBANKA_0800800,NO
PBANKA_0709300,NO
PBANKA_1459100,NO
PBANKA_1322900,NO
PBANKA_1328900,NO
PBANKA_0317161,NO
PBANKA_1029500,NO
PBANKA_0912900,NO
PBANKA_1204600,NO
PBANKA_0501400,NO
PBANKA_1229800,NO
PBANKA_1007500,NO
PBANKA_0207100,NO
PBANKA_1304700,NO
PBANKA_1324500,NO
PBANKA_1121300,NO
PBANKA_0508700,NO
PBANKA_0412000,NO
PBANKA_0701800,NO
PBANKA_0407300,NO
PBANKA_1447400,NO
PBANKA_0721300,NO
PBANKA_0721000,NO
PBANKA_1457000,NO
PBANKA_0711500,NO
PBANKA_1237500,NO
PBANKA_1110000,NO
PBANKA_0413900,NO
PBANKA_0307300,NO
PBANKA_1410800,NO
PBANKA_0213100,NO
PBANKA_1429800,NO
PBANKA_0930800,NO
PBANKA_0817600,NO
PBANKA_0919500,NO
PBANKA_1132100,NO
PBANKA_0800100,NO
PBANKA_0918500,NO
PBANKA_1240400,NO
PBANKA_0208400,NO
PBANKA_1010100,NO
PBANKA_0410000,NO
PBANKA_1221700,NO
PBANKA_0312900,NO
PBANKA_1132800,NO
PBANKA_1137500,NO
PBANKA_0307500,NO
PBANKA_1425350,NO
PBANKA_1012700,NO
PBANKA_0939400,NO
PBANKA_0612500,NO
PBANKA_0305600,NO
PBANKA_0923100,NO
PBANKA_1330500,NO
PBANKA_0922700,NO
PBANKA_0111000,NO
PBANKA_1458600,NO
PBANKA_0927400,NO
PBANKA_1029200,NO
PBANKA_0816500,NO
PBANKA_0605900,NO
PBANKA_0718200,NO
PBANKA_1134700,NO
PBANKA_0808500,NO
PBANKA_0918200,NO
PBANKA_0510000,NO
PBANKA_0934000,NO
PBANKA_1315800,NO
PBANKA_1320000,NO
PBANKA_1101500,NO
PBANKA_0836500,NO
PBANKA_0702200,NO
PBANKA_0417100,NO
PBANKA_0406600,NO
PBANKA_1315000,NO
PBANKA_0612000,NO
PBANKA_1017500,NO
PBANKA_1144500,NO
PBANKA_1429300,NO
PBANKA_1208900,NO
PBANKA_MIT01700:rRNA,NO
PBANKA_0306400,NO
PBANKA_1103700,NO
PBANKA_1034600,NO
PBANKA_0602600,NO
PBANKA_1119900,NO
PBANKA_0407000,NO
PBANKA_0612900,NO
PBANKA_1315200,NO
PBANKA_0926400,NO
PBANKA_0603600,NO
PBANKA_1365680,NO
PBANKA_0904900,YES
PBANKA_1420400,NO
PBANKA_0721800,NO
PBANKA_1300500,NO
PBANKA_0912400,NO
PBANKA_0932300,NO
PBANKA_1030900,NO
PBANKA_1361700,NO
PBANKA_1237300,NO
PBANKA_1111700,NO
PBANKA_0809300,NO
PBANKA_0702100,NO
PBANKA_1235800,NO
PBANKA_1123000,NO
PBANKA_1360800,NO
PBANKA_1432600,NO
PBANKA_1304100,NO
PBANKA_1434300,NO
PBANKA_1017400,NO
PBANKA_1322100,NO
PBANKA_1400800,NO
PBANKA_0935600,NO
PBANKA_1439500,NO
PBANKA_1116900,NO
PBANKA_0933200,NO
PBANKA_1400071,YES
PBANKA_1342300.2,YES
PBANKA_1212200,NO
PBANKA_1209600,NO
PBANKA_1331700,NO
PBANKA_0712700,NO
PBANKA_1337900,NO
PBANKA_0934900,NO
PBANKA_0907600,NO
PBANKA_1136500,NO
PBANKA_0107800,NO
PBANKA_1417700,NO
PBANKA_1416200,NO
PBANKA_1402400,NO
PBANKA_1243300,YES
PBANKA_0110700,NO
PBANKA_1215700,NO
PBANKA_0606000,NO
PBANKA_1209200,NO
PBANKA_1139300,NO
PBANKA_0911100,NO
PBANKA_0810300,NO
PBANKA_0216000,NO
PBANKA_1450800,NO
PBANKA_0410900,NO
PBANKA_0814400,NO
PBANKA_1350900,NO
PBANKA_1331000,NO
PBANKA_0316981,NO
PBANKA_1426600,NO
PBANKA_0610700,NO
PBANKA_0944041,NO
PBANKA_1245600,YES
PBANKA_1403200,NO
PBANKA_1438700,NO
PBANKA_1021800,NO
PBANKA_0214900,YES
PBANKA_1412800,NO
PBANKA_1119600,NO
PBANKA_0213300,NO
PBANKA_1246400,NO
PBANKA_1213400,NO
PBANKA_1218700,NO
PBANKA_0926000,NO
PBANKA_0510500,NO
PBANKA_1358500,NO
PBANKA_0829400,NO
PBANKA_1400100,NO
PBANKA_1217100,NO
PBANKA_1434900,YES
PBANKA_0507500,YES
PBANKA_0403500,NO
PBANKA_0836100,NO
PBANKA_1205500,NO
PBANKA_1360600,NO
PBANKA_1452400,NO
PBANKA_0523500,YES
PBANKA_1200096,NO
PBANKA_0716200,NO
PBANKA_1024400,YES
PBANKA_0935400,NO
PBANKA_1321900,NO
PBANKA_0523200,NO
PBANKA_1122200,NO
PBANKA_1361400,YES
PBANKA_0700521,NO
PBANKA_1359800,NO
PBANKA_1203500,NO
PBANKA_0811200,NO
PBANKA_0705300,NO
PBANKA_0101100,NO
PBANKA_0824200,NO
PBANKA_0903700,NO
PBANKA_0206900,NO
PBANKA_1107500,NO
PBANKA_0831700,NO
PBANKA_1238300,NO
PBANKA_1102600,YES
PBANKA_1355400,NO
PBANKA_0311500,NO
PBANKA_1341400,NO
PBANKA_0607500,NO
PBANKA_0817800,NO
